GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,CNECTA,NECTADIV,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AR2RE001,AR2RE002,AR2RE003,AR2RE004,AR2RE005,AR2RE006,AR2RE007,AR2RE008,AR2RE009,AR2RE010,AR2RE011,AR2RE012,AR2RE013,AR2RE014,AR2RE015,AR2RE016,AR2RE017,NAME_M,AR2RM001,AR2RM002,AR2RM003,AR2RM004,AR2RM005,AR2RM006,AR2RM007,AR2RM008,AR2RM009,AR2RM010,AR2RM011,AR2RM012,AR2RM013,AR2RM014,AR2RM015,AR2RM016,AR2RM017
"G080","2023","CO",,,"Colorado","08",,,,,,,,,".",".",,,,,,,,"0400000US08","08","Colorado",2428261,101407,60789,52731,66734,59722,64101,63602,76004,66081,149932,216736,315738,263810,199185,286101,385588,"Colorado",9051,5916,5047,3964,5070,4538,5007,5012,4504,4356,8388,8617,10131,9325,8176,8985,9436
